driver	crate	lines	owners	declared_source	exterior	output_manifest	closure_manifest	named_in	subject
soma/life/examples/eros_residual_chart_cultivation.rs	soma/life	2160	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	3	-
soma/life/examples/eros_resonant_corpus_current.rs	soma/life	709	body::num;life::form_mouth;life::resonance_ecology;soma_abi::active	yes	deposit	yes	yes	8	Full-corpus capacitive conditioning over the production live-current Swing
soma/life/examples/eros_resonant_generation.rs	soma/life	795	body::num;life::form_mouth;life::resonance_ecology;life::suffix_ecology;soma_abi::active	yes	deposit	yes	yes	5	Full-corpus generative passage through the conditioned resonance ecology
soma/life/examples/eros_retriangulating_branch_transport.rs	soma/life	1801	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	2	-
soma/life/examples/eros_self_emanated_law.rs	soma/life	1675	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	no	no	2	-
soma/life/examples/eros_synchronized_grid_ecology.rs	soma/life	1475	body::num;holonic_engine::receive_phase_transport_spectrum;life::form_mouth;life::synchronized_occurrence;soma_abi::active	no	kernel+deposit	no	no	3	Real synchronized audiovisual speech conditioning over the production Swing
soma/life/examples/eros_text_training.rs	soma/life	984	body::channel;body::incidence;body::manifold;body::num;life::current_world;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	5	-
soma/life/examples/eros_transcendental_presentation_topology.rs	soma/life	1604	-	yes	none	no	no	2	-
soma/life/examples/eros_transformer_contextual_hexis.rs	soma/life	1444	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	2	-
soma/life/examples/eros_transformer_seeded_ecology.rs	soma/life	994	body::incidence;body::manifold;body::num;soma_abi::active	yes	none	no	no	1	-
soma/life/examples/eros_transformer_translation_atlas.rs	soma/life	1556	body::incidence;body::num;life::form_mouth;soma_abi::active	yes	deposit	yes	yes	3	-
soma/life/examples/exact_algorithm_ecology/algorithm_organ.rs	soma/life	950	-	no	none	no	no	1	-
soma/life/examples/m1/artifact.rs	soma/life	1049	holonic_engine::exact_value;life::causal_section;life::mathematical_particle;life::mathematical_source	yes	deposit	no	no	262	Compact M1 semantic receipt and executable/source closure
soma/life/examples/m1/particle.rs	soma/life	392	holonic_engine::exact_linear;holonic_engine::exact_owner_testimony;life::mathematical_particle;life::mathematical_source	no	none	no	no	49	M1 particle construction — one addressed body, three co-present exact branches, and seven separate
soma/life/examples/m1/particle_operation.rs	soma/life	185	holonic_engine::category;holonic_engine::causal;holonic_engine::evolution;holonic_engine::interaction;holonic_engine::ported_operation	no	none	no	no	0	The one six-event ported operation topology used by M1
soma/life/examples/m1/particle_relations.rs	soma/life	471	holonic_engine::exact_linear;holonic_engine::exact_value;holonic_engine::ported_operation;life::mathematical_particle	no	none	no	no	0	Proposal adjudication and the fixed, non-vacuous M1 sameness family
soma/life/examples/m1/particle_typing.rs	soma/life	499	holonic_engine::category;holonic_engine::exact_linear;holonic_engine::exact_owner_testimony;holonic_engine::ported_operation;holonic_engine::quantity;life::mathematical_particle	no	none	no	no	0	Typed operation complex, exact-owner licensing, and the one resident passage
soma/life/examples/m1/resident_affine.rs	soma/life	565	holonic_engine::causal;holonic_engine::embedding_fiber;holonic_engine::exact_linear;holonic_engine::exact_owner_testimony;holonic_engine::exact_work;holonic_engine::front_passage;holonic_engine::ported_operation;holonic_engine::resident_section	no	none	no	no	1	-
soma/life/examples/m1/source_material.rs	soma/life	310	life::mathematical_source	no	none	no	no	0	-
soma/life/examples/m2/artifact.rs	soma/life	132	holonic_engine::phoenix	no	deposit	no	no	262	Compact M2 artifact and executable grade
soma/life/examples/m2/deed.rs	soma/life	201	holonic_engine::embedding_fiber;holonic_engine::foreign_codec_rest;holonic_engine::native_rest;holonic_engine::phoenix;holonic_engine::resident_section;life::mathematical_particle	no	none	no	no	376	The real M2 circulation over the source-detached W1 Gemma rest
soma/life/examples/m2/excitation.rs	soma/life	59	holonic_engine::foreign_codec_rest;holonic_engine::native_rest;life::mathematical_particle	no	none	no	no	18	M1 presentation occurrences crossing the authenticated W1 exterior codec
soma/life/examples/m2/panel.rs	soma/life	123	holonic_engine::phoenix	no	none	no	no	26	The finite M2 boundary-perturbation family
soma/life/examples/m3/active_cover.rs	soma/life	477	holonic_engine::exact_work;holonic_engine::receiver_exact_compression	no	none	no	no	3	Mount M2's exterior chart as a finite caused action without using foreign architecture names as
soma/life/examples/m3/artifact.rs	soma/life	395	holonic_engine::exact_work;holonic_engine::generator_native_rest;holonic_engine::receiver_exact_compression;holonic_engine::receiver_history_compression	no	deposit	no	no	262	M3 rest, evidence, complete cost vector and source-detached remount grade
soma/life/examples/m3/native.rs	soma/life	367	holonic_engine::cuda_refine;holonic_engine::generator_native_rest;holonic_engine::receiver_exact_compression;holonic_engine::receiver_history_compression	no	card	no	no	311	Found the M3 native action on the card and recover its complete finite transition monoid
soma/life/examples/m3/swing.rs	soma/life	174	holonic_engine::receiver_exact_compression	no	none	no	no	97	M3 anti-vacuity: recover the finite swing action, then let lineage reopen a geometric quotient
soma/life/examples/m4/artifact.rs	soma/life	355	holonic_engine::receiver_history_cultivation	no	kernel+deposit	no	no	262	Seal the M4 artifact family, execute Lean as an exterior checker, and inspect remount/ablation
soma/life/examples/m4/native.rs	soma/life	161	holonic_engine::generator_native_rest;holonic_engine::receiver_exact_compression;holonic_engine::receiver_history_compression	no	none	no	no	311	Recover one nontrivial M3 leader from the addressed reconstruction evidence
soma/life/examples/m4/quadric.rs	soma/life	256	holonic_engine::exact_linear;holonic_engine::receiver_history_cultivation	no	none	no	no	17	The cultivated mathematical carrier: a compressed coordinate orbit of rank-one metric
soma/life/examples/m4/resident.rs	soma/life	350	holonic_engine::embedding_fiber;holonic_engine::exact_work;holonic_engine::receiver_history_cultivation;holonic_engine::resident_section	no	none	no	no	144	Carry the held-out reflection word as one exact resident GPU graph
soma/life/examples/m4/visual.rs	soma/life	284	holonic_engine::causal;holonic_engine::certified_face;holonic_engine::exact_value;holonic_engine::image;holonic_engine::presentation_gauge;holonic_engine::simplicial	no	none	no	no	141	Exact analytic, vector, raster and oriented-mesh faces of the held-out reflection return
soma/life/examples/m5/artifact.rs	soma/life	454	holonic_engine::physical_constraint_complex	no	kernel+deposit	no	no	262	Persist and grade the complete M5 return as inspectable exterior artifacts
soma/life/examples/m5/cif.rs	soma/life	382	holonic_engine::exact_value;holonic_engine::physical_constraint_complex	no	none	no	no	253	Narrow mmCIF atom-site face for the one M5 coordinate family
soma/life/examples/m5/fold.rs	soma/life	686	holonic_engine::cuda_refine;holonic_engine::physical_constraint_complex	no	card	no	no	307	One lineaged physical-fold family composed through the exact complex and resident carrier
soma/life/examples/m5/input.rs	soma/life	386	-	no	none	no	no	240	Narrow exterior admission for the M5 physical-fold occurrence
soma/life/examples/m5/npy.rs	soma/life	347	holonic_engine::exact_value;holonic_engine::physical_constraint_complex	no	none	no	no	0	Exact NumPy faces for the admitted Protenix PAE occurrence
soma/life/examples/m5/visual.rs	soma/life	353	holonic_engine::exact_value;holonic_engine::physical_constraint_complex	no	none	no	no	141	Vector and mesh apparatus faces derived from one exact complex without changing incidence
soma/life/examples/m6/athena.rs	soma/life	494	-	no	none	no	no	15	Generator-native Athena-A0 route rest and exterior Lean projection
soma/life/examples/m6/case.rs	soma/life	600	-	no	none	no	no	223	Total receiver-case refinement for the descent-face theorem
soma/life/examples/m6/causal.rs	soma/life	1361	-	no	kernel+deposit	no	no	428	Exact exterior Lean return for the M6 source occurrence
soma/life/examples/m6/incidence.rs	soma/life	544	life::returned_contact_cuda	no	card	no	no	399	The exact declaration/operation/state incidence returned from S0
soma/life/examples/m6/route.rs	soma/life	454	-	no	none	no	no	292	Receiver-addressed operation/state transport substrate for M6
soma/life/examples/m6/source.rs	soma/life	365	-	no	kernel+deposit	no	no	632	The content-addressed development occurrence for M6 / Athena-A0
soma/life/examples/m6/visual.rs	soma/life	306	-	no	none	no	no	141	Gauge-safe line-mesh and exact work/fibre faces of the Athena-A0 route
soma/life/examples/radix_residue_character_transport.rs	soma/life	735	-	yes	none	no	no	3	-
soma/life/examples/the_ablated_body_rests_and_remounts.rs	soma/life	906	holonic_engine::conditioned_derivation;holonic_engine::derivation_atlas;life::conditioned_rest;life::form_mouth	no	deposit	yes	yes	4	**An ablated conditioned body rests, departs from its source, and remounts field for field** —
soma/life/examples/the_active_cover_condenses_into_a_generator_native_codec.rs	soma/life	28	-	no	none	yes	yes	3	M3 — recover a generator-native, receiver/history-exact codec from the M2 active cover
soma/life/examples/the_affine_swing_is_a_typed_mathematical_particle.rs	soma/life	29	-	no	none	no	yes	3	M1 — return one addressed mathematical particle and its compact, validated receipt
soma/life/examples/the_answer_crosses_the_mounted_carrier.rs	soma/life	489	body::num;life::agentic_language;life::morphological_language;soma_abi::active	no	none	no	no	2	The agentic answer path conducts through a caller-mounted carrier
soma/life/examples/the_application_infers_and_cultivates_from_the_rest_alone.rs	soma/life	931	life::atlas_cultivation;life::causal_language;life::phoenix_rest;life::suffix_ecology	no	kernel+deposit	no	no	2	**Deed P4: the application mounts a sealed native rest ALONE, conducts it, deposits into it, and
soma/life/examples/the_arc_is_the_composition_operator.rs	soma/life	260	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**The arc is the composition operator — and here is what it emits, as text.**
soma/life/examples/the_atlas_conducts_and_the_container_is_the_comparison.rs	soma/life	340	body::num;holonic_engine::embedding_fiber;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	2	**What the atlas DOES with tokens, and how that compares to a transformer and to safetensors.**
soma/life/examples/the_atlas_reads_its_boundary_off_the_source.rs	soma/life	917	life::causal_language;life::laboratory_language	no	deposit	no	no	1	THE ATLAS READS ITS BOUNDARY OFF THE SOURCE — the orbit of three excised authored levels
soma/life/examples/the_chain_is_markov_and_the_softmax_is_a_ratio.rs	soma/life	815	holonic_engine::exponentiated_ratio;holonic_engine::landauer;holonic_engine::receiver_exact_compression;holonic_engine::surprisal;life::decomposing_codec;life::material_incidence	yes	kernel	no	no	2	Our chains **are** Markov chains, and softmax is the exponentiated difference
soma/life/examples/the_code_material_returns_its_world_line.rs	soma/life	987	body::num;holonic_engine::cuda_refine;life::algorithmic_material;life::causal_section;life::morphological_language;soma_abi::active	yes	card+deposit	yes	yes	9	Record: research/records/2026-08-12_THE_CODE_MATERIAL_RETURNS_ITS_WORLD_LINE_WITHOUT_AN_INTERPRETER.md
soma/life/examples/the_codec_is_recovered_from_exposure.rs	soma/life	1580	holonic_engine::codec_recovery;holonic_engine::codec_system;holonic_engine::derivation_atlas;holonic_engine::lean_development;life::exposure_codec;life::founded_mouth;life::text_material	yes	none	no	no	2	Point the exposure recovery at real sealed material and return the codec it recovers, the
soma/life/examples/the_composition_joins_spans_at_forks.rs	soma/life	230	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**Composition as it actually reads: forced spans, joined where the material forks.**
soma/life/examples/the_conclusion_carries_its_relation.rs	soma/life	272	life::lean_mathematics	no	kernel+deposit	no	yes	2	`v`, the denoted invariant — and the kernel adjudicates it
soma/life/examples/the_conditioned_language_body_seals_and_a_later_process_produces.rs	soma/life	722	body::channel;body::num;life::causal_language;life::eros_rest;life::presentation_quotient;soma_abi::active	yes	kernel+deposit	no	no	2	**★ THE MODEL AND THE PRODUCTION MEET.**
soma/life/examples/the_conditioned_section_returns_after_detachment.rs	soma/life	968	body::num;holonic_engine::cuda_refine;life::causal_section;life::morphological_language;soma_abi::active	yes	card+deposit	yes	yes	7	Record: research/records/2026-08-12_THE_RECURRENT_LAW_CROSSES_THE_CORPUS_DEPARTURE_THE_UNSEEN_SECTION_RIDES_ITS_DEPOSIT.md
soma/life/examples/the_conditioning_return_crosses_the_seal.rs	soma/life	1791	holonic_engine::conditioned_derivation;life::conditioned_rest;life::render_derived_passages	yes	kernel+card+deposit	yes	yes	5	Carry one conditioned production through the world, let its returned reading found reusable
soma/life/examples/the_crystal_needs_periodic_material.rs	soma/life	235	body::num;life::causal_language;soma_abi::active	no	none	no	no	1	**Does group content appear when the material is genuinely periodic?**
soma/life/examples/the_cycle_halts_where_nothing_reflects.rs	soma/life	384	body::manifold;holonic_engine::traversible_chain	no	none	no	no	3	THE CYCLE HALTS WHERE NOTHING REFLECTS — generation as integration by reflection, driven
soma/life/examples/the_declaration_is_a_formulation_node.rs	soma/life	319	life::lean_mathematics	no	kernel+deposit	no	yes	3	`D`, the parameter domain — and **Lean is the oracle for it**
soma/life/examples/the_deposit_changes_what_unseen_material_costs.rs	soma/life	641	holonic_engine::surprisal;life::decomposing_codec	no	none	no	no	2	**Step 4 of the Eros cycle.** A grain revised by one body conducts a
soma/life/examples/the_deposit_conducts_and_the_later_current_rides_a_reflection.rs	soma/life	794	holonic_engine::dimensional_wave;holonic_engine::running_integral;holonic_engine::traversible_chain;life::incidence_production	no	none	no	no	3	**The mouth deposits, the deposit founds a conducting profile, the current crosses reflecting
soma/life/examples/the_deposit_licenses_the_re_emission.rs	soma/life	857	body::num;holonic_engine::hardware_cover;life::form_mouth;life::morphological_language;soma_abi::active	yes	card+deposit	yes	yes	9	Production as re-emission: the deposit licenses the continuation, and removing it removes it
soma/life/examples/the_faces_disagree_with_frequency.rs	soma/life	298	body::num;life::causal_language;soma_abi::active	no	none	no	no	1	**What frequency threw away — measured, not asserted.**
soma/life/examples/the_forced_passage_generates_and_the_arc_is_a_winding.rs	soma/life	281	body::num;life::causal_language;soma_abi::active	no	none	no	no	0	**Generation by forced passage, and the arc read as a winding.**
soma/life/examples/the_foreign_codec_is_recovered_from_its_testimony.rs	soma/life	343	holonic_engine::codec_recovery	no	none	no	no	4	**Gemma's segmenter, recovered from what it does rather than from what it says.**
soma/life/examples/the_fork_composes_and_the_quotient_bounds_the_front.rs	soma/life	332	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**Composition: branch at the fork, and let the quotient bound the front.**
soma/life/examples/the_grain_is_declared_or_it_is_founded.rs	soma/life	556	body::boundary;body::manifold;body::num	no	none	no	no	1	THE GRAIN IS DECLARED OR IT IS FOUNDED — does the sub-illicium ever fold?
soma/life/examples/the_grain_is_read_as_a_code.rs	soma/life	339	holonic_engine::surprisal;life::decomposing_codec	no	none	no	no	2	**Step 0 of the Eros cycle: three readings, taken before construction.**
soma/life/examples/the_hankel_rank_is_the_width_athena_can_have.rs	soma/life	234	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**STATION ONE — the Hankel rank, which is the width an Athena container can have.**
soma/life/examples/the_horizon_is_a_coordinate_and_the_emission_keeps_its_cross.rs	soma/life	422	body::num;life::causal_language;life::presentation_quotient;soma_abi::active	no	none	no	no	4	**The horizon gate, and what the emission does without it — a corpus diagnostic.**
soma/life/examples/the_later_arrival_reopens_the_closed_compound.rs	soma/life	1353	body::incidence;holonic_engine::gluing;life::incidence_production	no	none	no	no	2	**The later arrival reopens the closed compound.**
soma/life/examples/the_later_current_rides_the_deposit.rs	soma/life	512	holonic_engine::running_integral;life::incidence_production	no	none	no	no	4	**A later current rides the deposit, and removing the deposit removes the ride.**
soma/life/examples/the_map_deposits_and_a_later_current_rides_it.rs	soma/life	408	holonic_engine::embedding_fiber;holonic_engine::running_integral;life::incidence_production	no	none	no	no	3	**The goal, on foreign material: the map arrives, lands where it lands, deposits, and a later
soma/life/examples/the_material_hands_over_its_own_atlas.rs	soma/life	1122	holonic_engine::lean_development;life::incidence_production	no	none	no	no	2	**The material hands over its own atlas.**
soma/life/examples/the_material_mouth_seals_the_declared_body.rs	soma/life	720	holonic_engine::lean_development;life::deposit_form_or_message;life::form_mouth	yes	kernel+deposit	yes	yes	7	Assemble the declared linguistic body, seal it at the form mouth, detach every source, and
soma/life/examples/the_mathematical_source_circulates_without_a_grammar.rs	soma/life	967	holonic_engine::image;life::mathematical_source	no	deposit	no	yes	2	M0 — heterogeneous mathematical source circulation without a mathematical grammar
soma/life/examples/the_mathematics_codec_excites_the_active_transport_cover.rs	soma/life	36	-	no	none	yes	yes	4	M2 — M1 mathematical particles excite a receiver-indexed active transport cover in the frozen
soma/life/examples/the_native_codec_is_cultivated_and_returns_complete_mathematics.rs	soma/life	33	holonic_engine::receiver_history_cultivation	no	none	yes	yes	3	M4 — one returned receiver difference cultivates the M3 native codec and a held-out exact
soma/life/examples/the_native_rest_is_built_and_declares_its_own_laws.rs	soma/life	320	body::num;holonic_engine::athena;holonic_engine::native_law;life::causal_language;soma_abi::active	no	deposit	no	no	2	**Deed P0, the rest-building half: the native rest is emitted from declared canon material and
soma/life/examples/the_operation_survives_the_codec.rs	soma/life	452	holonic_engine::cuda_refine;life::causal_section	no	card+deposit	yes	yes	5	A bounded carrier-neutral section experiment. Exterior charts supply exact incidence and world
soma/life/examples/the_orbit_closes_or_the_grain_admits_a_stroke.rs	soma/life	807	body::boundary;body::manifold;holonic_engine::receiver_exact_compression;holonic_engine::winding_inertia	no	none	no	no	2	THE ORBIT CLOSES, OR THE GRAIN ADMITS A STROKE — the regime of a presentation, read before it
soma/life/examples/the_physical_fold_returns_as_an_exact_constraint_complex.rs	soma/life	42	-	yes	none	yes	yes	3	M5: one authenticated physical fold returns as an exact constraint complex
soma/life/examples/the_production_is_read.rs	soma/life	237	body::num;holonic_engine::hardware_cover;life::morphological_language;soma_abi::active	yes	card	no	no	5	**Read the production. Not its census — the text it emitted.**
soma/life/examples/the_reborn_body_is_dissected_and_the_grade_is_assembled.rs	soma/life	2111	holonic_engine::receiver_exact_compression;life::atlas_cultivation;life::causal_language;life::phoenix_rest	no	kernel+deposit	no	no	1	**Deed P5: the intervention atlas is repeated on the NATIVE arm — predecessor and cultivated
soma/life/examples/the_recognition_precedes_the_run.rs	soma/life	356	life::lean_mathematics	no	none	no	yes	3	Admissibility decided from `(D, v)` **before** the kernel runs, and graded by what it then says
soma/life/examples/the_repetition_saturates_into_its_cyclic_subgroup.rs	soma/life	241	body::num;life::causal_language;soma_abi::active	no	none	no	no	1	**Confirming a deposited law on this material rather than re-deriving it.**
soma/life/examples/the_reservation_decides_whether_the_card_mounts.rs	soma/life	172	-	no	card	no	no	1	THE RESERVATION DECIDES WHETHER THE CARD MOUNTS — the orbit of one authored level
soma/life/examples/the_response_is_the_block_at_a_bounded_context.rs	soma/life	254	body::num;life::causal_language;life::presentation_quotient;life::suffix_ecology;soma_abi::active	no	none	no	no	0	**Generation on the quotient: the response is the block, and the fork is where it divides.**
soma/life/examples/the_rest_advances_or_the_model_is_frozen.rs	soma/life	521	body::channel;body::manifold;body::num;body::place;holonic_engine::conditioned_derivation;life::conditioned_rest;life::eros_rest	no	none	no	no	4	THE REST ADVANCES, OR THE MODEL IS FROZEN — the conditioning control, on two arms
soma/life/examples/the_rest_is_cultivated_and_the_delta_is_derived.rs	soma/life	2013	holonic_engine::exact_linear;life::atlas_cultivation;life::causal_language;life::resonance_ecology;life::suffix_ecology	yes	kernel+deposit	no	no	2	**Deed P3: the native rest is cultivated, and the committed delta is DERIVED by the return law.**
soma/life/examples/the_returned_difference_is_a_ratio_and_the_later_theorem_rides_it.rs	soma/life	673	holonic_engine::exact_value;holonic_engine::exponentiated_ratio;holonic_engine::surprisal;life::lean_mathematics	no	kernel	no	no	3	The full cycle on real mathematics: emit, let a kernel return a difference, read that difference
soma/life/examples/the_second_theorem_is_reachable_only_after_the_return.rs	soma/life	373	life::lean_mathematics	no	kernel	no	no	5	**The two-theorem deed**, which neither this body nor the frozen laboratory
soma/life/examples/the_terrain_is_primed_and_the_cut_lands_on_it.rs	soma/life	420	body::channel;body::manifold;body::num;life::eros_rest	yes	deposit	no	no	3	THE TERRAIN IS PRIMED AND THE CUT LANDS ON IT — the segmentation, over standing it can touch
soma/life/examples/the_thoughts_are_returned_as_text.rs	soma/life	269	body::boundary;body::manifold	no	none	no	no	1	THE THOUGHTS ARE RETURNED AS TEXT — the segmentation itself, not its count
soma/life/examples/the_token_reconstruction_remains_a_fiber.rs	soma/life	281	holonic_engine::corpus_census;holonic_engine::diffusion;holonic_engine::token_invariance;life::reconstruction_fiber;relational_geometry::integer	no	none	no	no	2	Drive the bounded ReconstructionFiber on misspelling, punctuation, reflection, and exact
soma/life/examples/the_total_descent_route_cultivates_the_first_athena_variant.rs	soma/life	1438	-	yes	kernel+deposit	yes	yes	2	M6 / Athena-A0 — the total descent route cultivates the first Athena mathematics variant
soma/life/examples/the_tower_stops_where_the_material_stops.rs	soma/life	327	life::incidence_production	no	none	no	no	1	**Where the tower stops, and whether it is the material or the law.**
soma/life/examples/the_transition_monoid_is_the_crystal.rs	soma/life	367	body::num;life::causal_language;life::suffix_ecology;soma_abi::active	no	none	no	no	1	**THE CRYSTAL — what the material's own inference dynamics converge to, with nothing imposed.**
soma/life/examples/the_traversal_composes_and_the_hop_does_not.rs	soma/life	374	holonic_engine::traversible_chain;life::laboratory_language	no	none	no	no	1	THE TRAVERSAL COMPOSES AND THE HOP DOES NOT — the two-component link on real material
soma/life/examples/the_vertex_emits_where_the_tape_only_walked.rs	soma/life	967	body::incidence;life::incidence_production	yes	none	no	no	1	**The vertex emits where the tape only walked.**
soma/life/examples/the_worldline_coheres_or_it_does_not.rs	soma/life	345	body::channel;body::manifold	no	none	no	no	1	THE COHERENCE OF THE WORLDLINE — constructions 4 and 5 of the action line
soma/tools/holon-plate/examples/emit_form.rs	soma/tools/holon-plate	224	body::num;holonic_engine::algebraic;holonic_engine::causal;holonic_engine::conditioned_derivation;holonic_engine::graded_complex_form;life::conditioned_rest;life::holonic_training;soma_abi::active	yes	deposit	no	no	3	`cargo run -p holon-plate --example emit_form -- HTEC out.form`
