code.perron-transition	navigator, ratio, receiver	P(s→t)=w_st·v_t/(λ·v_s); Σ_t P(s→t)=1 when Σ_t w_st·v_t=λ·v_s	a positive Perron mode normalizes nonnegative edge weights into a transition law	v_s≠0, λ≠0, row eigen-equation; P≥0 needs w≥0, v>0, λ>0	L:Foundation/ReceiverCodeCost:perronTransition_normalized; L:Foundation/ReceiverCodeCost:perronTransition_nonnegative	formal-checked	uses:compression.perron-code-balance
infer.finite-prefix-alternatives	navigator, key	f_c(n) = 2^n + c·∏_{i<N}(n − i) agrees with 2^n for n < N and separates distinct c at n = N;  2^n and 1 + n + n(n−1)/2 agree on n ∈ {0,1,2}, differ at 3	finite observations constrain a navigator family without identifying a unique continuation in an unrestricted family	rational sequences; N observed terms	L:Computation/GeneratorObservationScope:alternatives_agree_on_observed_prefix; L:Computation/GeneratorObservationScope:alternatives_separate_next; L:Computation/GeneratorObservationScope:exponential_and_polynomial_same_three_faces	counterexample	uses:info.preimage-fibre
infer.observation-restricts	navigator, receiver	old ⊆ new ⇒ compatible(new) ⊆ compatible(old)	more observations only restrict the compatible navigator population	declared population	L:Computation/GeneratorObservationScope:more_observations_restrict	formal-checked	uses:fibre.aperture-chain
infer.excitation-identifies	navigator, key, receiver	a·λ₁ⁿ = a·λ₂ⁿ with a = 0 for all λ;  a ≠ 0, a λ₁ = a λ₂ ⇒ λ₁ = λ₂;  ∀ε > 0 ∃ 0 < a < ε: a λ₁ ≠ a λ₂	at zero drive every multiplier is invisible; any nonzero excitation, however small, identifies a constant multiplier within a declared law family (a dormant mode waits for a fitting antecedent)	declared constitutive family x_n = a·λⁿ over ℚ; finite tolerance is a separate hypothesis	L:Computation/GeneratorObservationScope:zero_source_hides_ratio; L:Computation/GeneratorObservationScope:fixed_ratio_identified; L:Computation/GeneratorObservationScope:arbitrarily_small_excitation_separates	formal-checked	uses:infer.finite-prefix-alternatives
infer.additive-exponential	navigator	d(0) = 1, d(n+1) = d(n) + d(n) ⇒ d(n) = 2^n	addition alone realizes exponential growth: a growth law does not identify its navigator's operation class	ℕ → ℚ	L:Computation/GeneratorObservationScope:addition_can_realize_exponential_growth	formal-checked	
predict.compatible-potential	receiver, compression, navigator	Out(y) = {F(x) : E(x) = y} ≠ ∅;  F = f∘E ⇒ Out(y) = {f y};  refining E only removes incompatible sources;  rebase transports Out exactly	the compatible potential is the future image of the retained receiver fibre; an explicit factor fixes one future face without fixing a source	actual observation y ∈ range E	L:Transport/ReceiverPotential:outcomes_nonempty; L:Transport/ReceiverPotential:outcomes_singleton_of_factor; L:Transport/ReceiverPotential:additional_observation_refines; L:Transport/ReceiverPotential:outcomes_rebase; L:Transport/ReceiverPotential:historyOutcomes_rebase	formal-checked	uses:info.preimage-fibre, generalizes:compression.landmark-pullback
predict.lipschitz-family-bound	receiver	∀r ∈ Out: d(r, r₀) ≤ ε, d(g a, g b) ≤ L d(a,b) ⇒ ∀ g r: d(g r, g r₀) ≤ L ε;  pairwise ≤ 2ε;  a ball inside an admitted region suffices for every compatible source	a declared Lipschitz receiver transports a bound on the whole compatible future family, proving a use without selecting a source	L ≥ 0, metric results	L:Transport/ReceiverPotential:bounded_outcomes_transport; L:Transport/ReceiverPotential:compatible_outcomes_pairwise_bound; L:Transport/ReceiverPotential:bounded_outcomes_suffice	formal-checked	uses:predict.compatible-potential, uses:receipt.compatible-potential
fibre.foreign-weight	compression, receiver	stored(encode x) + residual(x) = value(x);  x mod 2: 0, 2 ∈ fibre(0), 2 = 0 + 2	a finite foreign codeword keeps its stored value, residual and complete encoding preimage; modular and quantized charts are exact only relative to receivers that factor through them	additive native carrier	L:Computation/ExactForeignWeight:exact_reconstruction; L:Computation/ExactForeignWeight:collapsed_pair_retained; L:Computation/ExactForeignWeight:binaryModulo_retains_plural_preimage	formal-checked	instance-of:ratio.div-rem
xent.network-entropy-production	complex, holon, constitution	ṗ = BJ,  J_e = κ_e(p_{s(e)} − p_{t(e)}),  d/dt[−Σ p_i log p_i] = Σ_e J_e(log p_{s(e)} − log p_{t(e)}) ≥ 0	on a finite oriented network the local log difference pairs with transported current through incidence (Stokes), each edge contributing nonnegative production; ports add boundary entropy flux	positive masses, κ_e ≥ 0, closed system	D:canon/THE_RELEVANCE_HYPOTHESIS.md#loss-is-a-measurement-of-difference	proved-derived	generalizes:xent.two-cell-production, uses:holon.stokes
code.invariance-additive	compression, navigator	|K_U(x) − K_V(x)| ≤ c_{U,V}, c the compiler length, independent of x;  for every x some universal U has K_U(x) ≤ 1	description-length invariance is additive, not a ratio: the difference against a declared machine is invariant, a compression ratio is frame-dependent, and the machine must be declared	universal machines U, V; content only asymptotically in |x|	D:canon/TABLET_THE_COMPRESSION.md#3-a-byte-count-is-an-absolute-volume-and-the-invariance-is-additive	proved-standard	
code.levin-kt	compression, navigator	Kt(x) = min_p {|p| + log₂ t(p)}	the computable description-plus-work carrier against which a compression is measured; log t is a declaration, not a law, and no conserved product of the two axes exists	universal machine; asymmetric exchange (|p| linear, t logarithmic); Blum speedup forbids a fastest program in general	D:canon/TABLET_THE_COMPRESSION.md#5-the-second-axis-is-the-cost-and-this-framework-may-declare-it-or-refuse-it; D:ELEMENTARY_OBJECTS.md#emanation-and-resonance	proved-standard	uses:code.invariance-additive
code.three-species	compression, swing	rebase: remainder 0 (invertible conjugacy);  condensation: certified remainder;  compression: remainder = the family-relative collapsed population	rebase, condensation and compression differ only by their remainder; a rebase's zero remainder is zero reconstruction defect of the chart change	declared receiver family	D:canon/TABLET_THE_COMPRESSION.md#2-the-species-are-three-and-they-differ-only-by-remainder; L:Algorithm/Rebase:semantics_rebase_iff	definition	uses:receipt.section-residual
code.kraft-shannon	compression, receiver	E_p[ℓ_q] − E_p[ℓ_p] = D(p‖q) for ℓ_q = −log₂ q;  Σ 2^{−L(x)} ≤ 1;  L_q = ⌈−log₂ q⌉ ⇒ E_p[ℓ_q] ≤ E_p[L_q] < E_p[ℓ_q] + 1	ideal code lengths and literal prefix codewords have distinct receipts: the ideal excess is KL, while a literal code adds rounding, framing and termination overhead	positive q; binary prefix code	D:canon/TABLET_THE_COMPRESSION.md#6-where-the-identity-holds-and-where-it-stops	proved-standard	uses:xent.decomposition
code.klt-ceiling	compression, navigator	chart-preserving linear transform coding gains at most n/rank; a helix in ℝ³ (full-rank covariance, one intrinsic degree of freedom) defeats the KLT	the linear ceiling comes from the structure group O(n) on a fixed space, whose invariant is dimension; chart-pivoting compression is unbounded (Shannon/Kolmogorov gap)	quadratic distortion, linear map, second-order statistics, high-rate Gaussian coding; dropping the last makes the KLT arbitrarily suboptimal	D:canon/TABLET_THE_COMPRESSION.md#4-the-linear-ceiling-is-real-and-it-is-bounded-by-the-structure-group	proved-standard	
code.compact-program-pi	navigator, landmark, compression	first n digits of π described by a fixed digit program plus O(log n) bits for n; runtime accounted separately	π is the canonical compact navigator; the compact-program argument establishes neither normality nor maximal digit entropy	fixed correct digit-producing program	D:canon/TABLET_THE_COMPRESSION.md#4-the-linear-ceiling-is-real-and-it-is-bounded-by-the-structure-group	proved-standard	uses:code.levin-kt
code.window-cost	navigator, landmark, compression	Kt(window at offset k) ≈ 2 log₂ k against ℓ·log₂ b for the literal ℓ-digit window in base b	a digit window of a constraint identity costs its offset address, not its literal length; the optimal plan is a Pareto frontier over description, work, time, space, erasures and energy	random-access deadline; no single optimum proved; AGM O(M(N) log N), only proven lower bound Ω(N)	D:ELEMENTARY_OBJECTS.md#emanation-and-resonance	interpretation	uses:code.levin-kt, uses:receipt.cost-receipt-frontier
floor.landauer-erasure	receipt, compression	erased bits = Σ_blocks ⌈log₂ m_b⌉ (zero ⇔ every block is a singleton);  heat ≥ k_BT ln2 per erased bit	Landauer prices erasure (the collapsing navigators), never transport or a zero-remainder rebase; reversible computation has no such floor	receiver-gauged temperature; ln 2 carried as an enclosure, never a float	D:ELEMENTARY_OBJECTS.md#emanation-and-resonance; H:crates/holonics-cuda/src/landauer.rs	proved-standard	uses:code.three-species
floor.margolus-levitin	receipt, holon	operations per unit time ≤ 2E/(πℏ);  Φ = P/(k_BT ln 2) bits/s bounded by it	orthogonal state changes per unit energy are bounded; a floor on work rate, not an exchange rate	mean energy E above the ground state	D:ELEMENTARY_OBJECTS.md#emanation-and-resonance; H:crates/holonics-cuda/src/landauer.rs	proved-standard	uses:floor.landauer-erasure
floor.bekenstein	receipt, globe, constitution	stored bits ≤ 2π k E R/(ħ c ln 2)	stored information is bounded by energy times radius; the repository refuses a fixed mass per bit	bounded region of radius R and energy E	D:ELEMENTARY_OBJECTS.md#emanation-and-resonance	proved-standard	uses:floor.margolus-levitin
floor.ride-found	parametron, constitution, navigator	drive at an eigenfrequency of (K, C): Kv = ω²Cv sustained at minimal work (RIDE);  off-resonance or founding a new mode costs work (FOUND);  stored energy has inertia E/c²	resonating rides an existing mode, emanating founds or drives off-resonance; the LC exchange converts storage into propagation while conserving energy	declared constitution (K, C)	D:ELEMENTARY_OBJECTS.md#emanation-and-resonance	definition	uses:parametron.lc-exchange
encoding.holonic-encoding	navigator, compression, receiver	encoded constituent = (addressed ports, joining incidence, conditions, chronology, receiver/decoder, Preimage Fibre);  static D E = ρ and continuing E_next T = U E are separate comparisons	Holonic Encoding is the situated formation and reuse of recurring transformation representations across modalities; a serialized symbol handle is an exterior face, and byte/nibble codecs are not it	grain can be a path, loop, coupled field or region	D:HNN_FORMULA.md#holonic-encoding	definition	uses:navigator.source-moment
encoding.chord-cross-terms	receiver, parametron	|Σ_j u_j|² = Σ_j |u_j|² + 2 Re Σ_{j<k} ū_j u_k	receiving a coherent sum keeps the cross terms that separate magnitudes omit: a chord class and a performance are different receivers of one source	complex amplitudes	D:HNN_FORMULA.md#the-grain-is-derived-from-the-interaction-and-the-receiver	proved-standard	
encoding.derived-grain	receiver, compression	j = Jq + Dz + r, Cr = Dᵀr = 0;  grain = rank [J D] = 6;  active Gram modes 3 and 5 = eigenvalues of DᵀD = [[4,1],[1,4]]	the grain is derived from the interaction and the receiver (clocked torus: four cut and two face coordinates), not a universal channel count or byte grain	clocked torus witness	D:HNN_FORMULA.md#the-grain-is-derived-from-the-interaction-and-the-receiver	proved-derived	uses:quotient.joint-descent
encoding.participating-receiver-rate	receiver, holon	y = ρ(x_S, x_R, t) ⇒ ẏ = D_Sρ·F_S + D_Rρ·F_R + ∂_tρ	a participating receiver's reading moves with the source, with the receiver's own motion and with explicit time	differentiable receiver	D:HNN_FORMULA.md#the-grain-is-derived-from-the-interaction-and-the-receiver	proved-standard	face-of:receipt.reception
predict.joint-future-section	receiver, navigator, tube	Γ_m(F) = {(ρ_1T_1x, ρ_2T_2T_1x, …, ρ_mT_m⋯T_1x) : x ∈ F}	joint prediction is a boundary section of the admitted future family; one-token and multi-token receivers choose different faces of Γ_m, and generation refines the joint field then releases its boundary	each T_j carries its passage's current, material, incidence and clock	D:HNN_FORMULA.md#joint-prediction-is-a-boundary-section-of-the-future	definition	uses:predict.compatible-potential
predict.fixed-point-sensitivity	navigator, constitution	r = rhs − (I + DD*)v;  enclosure B(c, ε) keeps the realization family	a numerical enclosure is a receiving construction over a kept difference; the residual bounds deviation from the field equation	global normal solve	D:THE_MACHINE.md#the-operative-equations	definition	
learn.normal-law	deposition, constitution	H = H₀ + Σ w f f*,  B = B₀ + Σ w t f*,  W H = B	the normal law is one deposition: it keeps sufficient statistics, not training samples, with declared priors, weights and receiving constraints	declared features f, targets t, priors H₀, B₀	D:HNN_FORMULA.md#3-learning-is-variation-of-these-operators; D:THE_MACHINE.md#the-operative-equations	definition	uses:deposition.normal-law-local, uses:deposition.normal-law-psd
learn.scattering-variation	navigator, contact, constitution	A δv = 2δu + 2δD b + 2D δb − (δD D* + D δD*)v,  δw = δv − δu,  δb_next = δD* v + D* δv − δb	differentiating the scattering equation at its producing D, u, b gives the tangent; its adjoint uses the same factorization, and chains compose tangents and reverse adjoints	producing operands retained, not a tape	D:HNN_FORMULA.md#3-learning-is-variation-of-these-operators	proved-derived	uses:norm.adjoint-scale
learn.dissipation-not-loss	contact, constitution, ratio	power ⟨Jv, D Jv⟩ (D = D* ⪰ 0), stored-energy change and loss ℓ are distinct until a constitutive/receiver law joins them	a loss, dissipated power and stored-energy change are separate quantities; a unit metric is not a theorem of learning dynamics	declared constitutive metric maps the covector to a displacement	D:THE_MACHINE.md#the-operative-equations	definition	uses:contact.material
learn.half-squared-error	ratio, receiver	∇_s ½‖p − q‖² = J_p(p − q),  J_p = diag p − ppᵀ	half squared probability error also passes through the softmax Jacobian, unlike cross-entropy's direct p − q	p = softmax(s)	D:HNN_FORMULA.md#3-learning-is-variation-of-these-operators	proved-standard	uses:norm.laplacian-return
norm.ratio-family	ratio, receiver	r_ij = e^{β(s_i − s_j)},  r_ij r_jk = r_ik,  vᵀJv = (β/2) Σ_ij p_i p_j (v_i − v_j)²,  softmax(a,b)_1 = σ(a − b)	normalization keeps the complete ratio family, one per two for every pair, forgetting only the common additive origin; its local return is a weighted graph Laplacian	β > 0, finite admitted population	D:HNN_FORMULA.md#classical-learning-is-the-ratio-family; R:holonics::ratio::exponentiated::RatioFamily	proved-derived	uses:norm.laplacian-return, instance-of:ratio.div-rem
fibre.heat-balance-chart	complex, holon, receipt	q_{k+1} − q_k + B j_k = r_k	information flow reads as heat or energy only with declared incidence, capacity, constitutive response, boundary, chronology and receiver; irreversibility needs a named quotient, aperture, departure or constitutive hypothesis	oriented incidence B	D:canon/TABLET_THE_CIRCULATING_CARTOGRAPHER.md#3-heat-is-a-typed-transport-chart	definition	uses:holon.stokes
quotient.excitation-founded	compression, receiver, navigator	Sig(x)(r, w) = observe_r(T_w x) at rest;  Sig(x)(r, g::w) = Sig(T_g x)(r, w);  native x = native y ⇔ Sig x = Sig y, else a separating (r, w) is returned	equation extraction founds its quotient by excitation, not by copying weights: the native state is the complete causal signature over the admitted histories	finite local-current ecology with rested morphology	L:Computation/HolonicExcitationFoundedQuotient:signature_step; L:Computation/HolonicExcitationFoundedQuotient:nativeEq_iff_signatureEq; L:Computation/HolonicExcitationFoundedQuotient:nativeNe_returnsSeparatingHistory	formal-checked	instance-of:compression.complete-history-identity
quotient.declared-family-antitone	compression, receiver	x ≈_F y ⇔ every declared exposure (r, w) ∈ F agrees;  F ⊆ F′ ⇒ (≈_{F′} ⊆ ≈_F);  native equality ⇒ ≈_F;  saturated ⇔ ≈_F = ≈_{F′}	identification over a declared family is coarser than native equality and antitone in the declaration: enlarging a family can only separate, and saturation is exactly no reopened class	declared presented occurrences, receivers and histories	L:Computation/HolonicExcitationFoundedQuotient:identified_of_identified_enlargement; L:Computation/HolonicExcitationFoundedQuotient:identified_of_nativeEq; L:Computation/HolonicExcitationFoundedQuotient:saturated_iff_identified; L:Computation/HolonicExcitationFoundedQuotient:separatingExposure_reopens	formal-checked	uses:quotient.excitation-founded
relevance.withdrawal-cone	receiver, holon, compression	IsCone(C) ⇔ ∀ P disjoint from C: face(withdraw P x) = face(x);  univ is a cone; cones are upward-closed and closed under union; every load-bearing site lies in every cone	a causal cone is sound when withdrawing anything outside it leaves the face unchanged; a least cone need not exist (closed under union, not intersection)	one state, receiver and history	L:Computation/HolonicExcitationFoundedQuotient:isCone_univ; L:Computation/HolonicExcitationFoundedQuotient:isCone_mono; L:Computation/HolonicExcitationFoundedQuotient:isCone_union; L:Computation/HolonicExcitationFoundedQuotient:loadBearing_mem_of_isCone	formal-checked	uses:info.relevance-kernel
relevance.declared-cone	receiver, compression	IsConeUnder(D, C): withdrawals P ∈ D disjoint from C leave the face;  antitone in D;  founded cone C_D = ⋃{P ∈ D : withdraw P changes the face} is sound under D with no disjointness hypothesis;  every changing P ∈ D meets every sound cone	a cone read under a declared population of withdrawals means nothing without that declaration; a joint withdrawal places load inside a cone, not at a site	declared withdrawal family D	L:Computation/HolonicExcitationFoundedQuotient:isConeUnder_foundedCone; L:Computation/HolonicExcitationFoundedQuotient:isConeUnder_mono_declared; L:Computation/HolonicExcitationFoundedQuotient:changingWithdrawal_meets_isConeUnder	formal-checked	uses:relevance.withdrawal-cone
relevance.lift-insufficiency	receiver, compression	extent = ⋃ founded cones;  insufficiency = sites outside the extent;  withdrawing a declared population inside the insufficiency leaves every declared face unchanged;  empty declaration ⇒ empty extent, full insufficiency	you can only lift what you infer: nothing the declared family sees lives in its insufficiency, and an empty declaration founds nothing while vacuously sound	declared family and withdrawal declaration	L:Computation/HolonicExcitationFoundedQuotient:DeclaredFamily.withdraw_declared_insufficiency_unchanged; L:Computation/HolonicExcitationFoundedQuotient:DeclaredFamily.insufficiency_foundedCone_emptyDeclared; L:Computation/HolonicExcitationFoundedQuotient:manifestationReturn_extent_empty	formal-checked	uses:relevance.declared-cone
quotient.identity-lift-proves-nothing	compression	identity lift (Source = Code = Native, residual 0): quotient = id	inhabiting a faithful local section lift proves no compression, condensation or rebase; a manifestation return excites nothing	identity witness	L:Computation/HolonicExcitationFoundedQuotient:identityLift_quotient_eq_id	counterexample	obstructs:quotient.excitation-founded
quotient.classes-embed	compression, receiver	∃ injective embed: Class_F → Native commuting with the class map;  lane quotient x = y ⇔ family class x = y	the productive lane of an extraction return is exactly the class ecology of the declared family: no class merged, no occurrence presented twice	ExcitationFoundedReturn on one declared family	L:Computation/HolonicExcitationFoundedQuotient:classes_embed_in_native; L:Computation/HolonicExcitationFoundedQuotient:lane_quotient_eq_iff_family_quotient_eq; L:Computation/HolonicExcitationFoundedQuotient:productive_everyGeneratorWordExact	formal-checked	uses:quotient.declared-family-antitone
release.edit-step	tube, swing, receiver	F_{k+1} = T_{g_k}(F_k) ∩ C_k;  multi-valued Swing: F_{k+1} = ⋃_{a∈F_k} g(a) ∩ C_k (single-valued edit = singleton case)	generation is a tube whose cross-section changes by an edit or Swing then an admitted constraint; a Swing with sub-Swings can widen the section	finite artifact families over Fin n	L:Transport/ArtifactRelease:mem_step; L:Transport/ArtifactRelease:stepMulti_singleton; D:ELEMENTARY_OBJECTS.md#6-tube-and-tower	definition	uses:release.width, uses:tube.generation-step
release.edit-supported-off	tube, receiver	g supported off region B, F releasable at B ⇒ step(g, C, F) releasable at B with the same face (single-valued or Swing)	an edit supported off a released region cannot change its face; only an edit touching the region can, and reopening from outside is an emptying	nonempty stepped family	L:Transport/ArtifactRelease:release_preserved_by_edit_supported_off; L:Transport/ArtifactRelease:an_edit_supported_off_a_released_region_cannot_change_its_face; L:Transport/ArtifactRelease:only_an_edit_touching_the_region_can_change_its_face; L:Transport/ArtifactRelease:reopening_from_outside_is_an_emptying	formal-checked	uses:receipt.width, uses:tube.release-refuted-not-rewritten
release.restriction-never-widens	tube, receiver	F ∩ C ⊆ F ⇒ w(F ∩ C) ≤ w(F);  Releasable(F, B) ⇔ every coordinate width on B is 0;  a Swing takes {x} (width 0) to a family of width > 0	pure restriction never widens the section, but width is not monotone along edits: a Swing that opens alternatives unreleases a region	finite artifact families	L:Transport/ArtifactRelease:restriction_never_widens; L:Transport/ArtifactRelease:releasable_iff_every_coordinate_width_is_zero; L:Transport/ArtifactRelease:width_is_not_monotone_along_edits; L:Transport/ArtifactRelease:the_name_region_is_not_released_after_the_swing	formal-checked	uses:release.width, uses:tube.width-not-monotone-along-edits
release.irrevocable-utterance	aeon, receipt	correct(u, c).committed = u.committed,  correct(u, c).emitted = u.emitted ++ c;  any fold of corrections keeps the committed boundary, a prefix of every later emission	a released boundary is irrevocable: a correction only appends and never retracts	lists of emitted symbols	L:Transport/ArtifactRelease:no_sequence_of_corrections_retracts; L:Transport/ArtifactRelease:a_correction_only_appends; L:Transport/ArtifactRelease:the_committed_boundary_is_a_prefix_of_every_later_emission	formal-checked	uses:tube.irrevocable-utterance
release.index-distance	tower, receiver	indexDistance(univ) = 0;  B ⊆ C ⇒ indexDistance(C) ≤ indexDistance(B)	a region's transverse index distance is the k coordinate of the two-axis horizon, antitone in the region	regions of an n-position artifact	L:Transport/ArtifactRelease:the_whole_chart_is_at_index_zero; L:Transport/ArtifactRelease:indexDistance_antitone	formal-checked	uses:release.two-axis-horizon
quotient.strict-lift	compression, navigator, receiver	q∘T = V∘q ⇒ T(ker q) ⊆ ker q;  T(ker q) ⊆ ker q ⇒ canonical V on V/ker q with q∘T = V∘q;  h ∈ ker q, q(T h) ≠ 0 ⇒ no linear V descends	a classical linear receiver chart descends through native transport exactly when its reconstruction kernel is invariant; one hidden difference made visible obstructs every descent (strict holonic lift)	linear maps over a field; ℚ² exchange witness	L:Computation/MachineLearningStrictLift:kernelInvariant_of_descendedTransport; L:Computation/MachineLearningStrictLift:descendedKernelQuotientTransport_exact; L:Computation/MachineLearningStrictLift:visibleTransportedKernel_obstructsEveryDescent; L:Computation/MachineLearningStrictLift:exchangeStrictlyReopensFirstCoordinate	formal-checked	specializes:quotient.joint-descent
relevance.causal-tail-lens	receiver, contact, compression	depth face E_d = Σ_{pairs at depth d} |J_(t,s)|², a nonnegative receiver of the addressed pair-current section; depth relabelling commutes with projection and transports the full preimage	a causal-tail lens returns per-depth energy while the complete signed addressed pair current stays in the source Holons	finite addressed pair population, declared depth chart	L:Computation/HolonicCausalTailLens:relabelSectionLinearEquiv_project; L:Computation/HolonicCausalTailLens:tensorRelabel_tensorFace; L:Computation/HolonicCausalTailLens:orientedPairSection_eq_ecology_localCurrent	formal-checked	uses:info.preimage-fibre
relevance.silent-aperture	receiver, compression	adding one site with every touching pair silent: old depths unchanged, new final depth has energy 0, mass and tail surface unchanged; the sharp coefficient is monotone under padding; activating the new pair makes its final energy positive	a silent aperture extension is exact zero extension at the tail receiver, mapping the old preimage forward without being an equivalence	one new optional site	L:Computation/HolonicCausalTailAperture:project_silentExtend; L:Computation/HolonicCausalTailAperture:mass_project_silentExtend; L:Computation/HolonicCausalTailAperture:finiteSharpCoefficient_padding_mono; L:Computation/HolonicCausalTailAperture:project_activateNewPair_ne_silentExtend	formal-checked	uses:relevance.causal-tail-lens
quotient.current-founded-contact	contact, complex	chart founded by current (one addressed contact whose incidence changes with current) ⇒ not fixed	one current-visible contact change is an exact obstruction to a fixed schedule; fixed and founded contacts share one type	contact schedule over current-indexed incidence	L:Computation/IntrinsicHolonProfile:currentFounded_not_fixed	formal-checked	
code.symbolic-surprisal	ratio, receiver	p = ∏ p_i^{e_i} ∈ ℚ⁺ ⇒ S(p) = −log₂ p = Σ_i (−e_i) log₂ p_i, stored as its coefficient map;  S = 0 ⇔ all coefficients 0	surprisal is an exact ℚ-linear form in the logarithms of primes, never evaluated; {log₂ p : p prime} is ℚ-linearly independent by unique factorization, so equality is decided exactly and strict comparison returns Open at a declared grain	positive rational probabilities; rational coefficients admit roots	R:holonics::ratio::surprisal::SymbolicSurprisal	proved-standard	uses:arith.prime-valuation
code.gear-word-surprisal	ratio, navigator	p = 2^{−a}3^{−b} ⇒ S = a + b·log₂3	the surprisal of a 2/3 gear word is exact symbolically; no smoothing constant is owed	a, b integers	R:holonics::ratio::surprisal::SymbolicSurprisal	proved-standard	instance-of:code.symbolic-surprisal
code.unsupported-founds	receiver, deposition	Q(a) = 0 ⇒ Support::Unsupported(a), and the live event FOUNDs a new relation (support mutation), never a smoothing constant;  H(P,Q) fibre = (Σ_{a supported} P(a)S_Q(a), supported mass, unsupported events by name, unsupported mass), masses summing to 1	zero support is not infinity: a cross-entropy reading keeps its supported form and names the events that must be founded, while its coarse face refuses	finite count populations	R:holonics::ratio::surprisal::cross_entropy_fiber; R:holonics::ratio::surprisal::Support	definition	uses:floor.ride-found, uses:xent.scalar-fibre
code.section-modulus	ratio, receiver	(I, c) = (mean squared deviation of the surprisal forms from their own mean, largest deviation), both exact enclosures, never divided	the second moment is the unit-temperature reading and the extreme fibre the zero-temperature one; the pair prices the collapse onto one fibre without taking it, and is unmoved by the additive gauge	nonempty population of surprisal forms	R:holonics::ratio::surprisal::section_modulus	definition	uses:norm.shift-fibre
norm.exponential-chart-transition	ratio, navigator	exp₂(Σ n_k log₂ p_k) = ∏ p_k^{n_k};  exp₂(a + b) = exp₂(a)·exp₂(b);  softmax = chart transition then gauge fixing (Z a declared null)	softmax is the arc-to-whole chart transition from the additive to the multiplicative chart followed by a declared null, not a statistic; ℚ⁺ is free abelian on the primes, so the transition closes exactly on integral valuations	integral prime valuations; fractional coefficients refused by name	R:holonics::ratio::exponentiated::exponentiate; R:holonics::ratio::exponentiated::RatioFamily	proved-standard	uses:norm.ratio-family, uses:arith.prime-valuation
norm.temperature-root	ratio	softmax(x/T): every ratio r ↦ r^{1/T};  T → ∞: all ratios → 1;  T → 0⁺: the normalized face concentrates uniformly on the maximizing set	temperature is a root extraction on the ratio family (a rebase of the winding), and the zero-temperature limit selects only when the maximizer is unique; the owner performs no winner selection	finite population, finite positive reciprocal temperatures	R:holonics::ratio::exponentiated::RatioFamily	proved-standard	uses:norm.exponential-chart-transition
norm.positive-kernel-transport	ratio, receiver, navigator	K_ij > 0 rational, a_ij = K_ij/Σ_j K_ij, Y = aV;  dY includes changing participation and changing transported current;  step ∂ℓ/∂K = (∂ℓ/∂s)/K refused if it leaves K > 0	the exact log-rational specialization of softmax: positive rational material with an implicit log-potential (E′ = E, E(0) = 1, E(s) = K), no logarithm evaluated or stored; zero entries declare absent contacts	supplied positive rational K	R:holonics::ratio::exponentiated::NormalizedKernel	definition	uses:resolvent.normalized-current-pullback
quotient.kernel-mode-reduction	compression, navigator, receiver	K = D E (certified rank factorization);  summary M = E·(mass, weighted current) contracted before normalization;  U E = E T compiled or the source-null direction T exposes returned;  rebase E′ = BE, D′ = DB⁻¹, M′ = BM keeps D′M′ = DM	normalized kernel conduct runs exactly through its derived independent modes; the summary holds no source-event sequence, and an action either closes on the modes or returns its separating fibre	exact rational kernel, nonnegative source action masses, invertible modal basis for rebase	H:crates/holonics/src/exact_linear/kernel_modes.rs	definition	uses:norm.attention-class-exact, uses:compression.kernel
quotient.contextual-factorization	compression, receiver, navigator	solve D X = Y over the whole declared carrier: an affine family (particular + free row directions) or an obstruction (source-null direction the target reads);  silent context N = C(ker S ∩ ker Y), quotient C → C/N	source-invisible occurrence combinations factor exactly through carried context, keeping the complete affine decoder family and silent context rather than choosing a cause	exact rational matrices, declared present receiver scope	H:crates/holonics/src/exact_linear/contextual.rs	definition	uses:info.preimage-fibre, dual-of:compression.cokernel
learn.normal-solution-bound	deposition, constitution	P(I + Σ f f*) = W₀ + Σ y f* ⇒ ‖P‖_F ≤ √(‖W₀‖_F² + Σ ‖y‖²);  minimizer of ‖M‖² + Σ‖Mf − y‖² has ‖P‖_F² ≤ Σ‖y‖²	a nonzero-prior normal solve is bounded by the augmented target energy (prior plus observed); the unit prior separates from the data	finite complex samples	L:Physics/AccumulatedNormalResponse:normal_solution_frobenius_norm_le_sqrt_augmented; L:Physics/AccumulatedNormalResponse:frobeniusSq_le_of_normal_minimizer; L:Physics/AccumulatedNormalResponse:unitPrior_data_separation	formal-checked	uses:learn.normal-law
learn.normal-square-completion	deposition, constitution	B = PH, H = H* ⇒ MHM* − MB* − BM* = (M − P)H(M − P)* − PHP*	the normal objective completes the square about its solution P, so the residual energy is the H-weighted distance to P	Hermitian H	L:Physics/AccumulatedNormalResponse:normal_square_completion	formal-checked	uses:learn.normal-law
